Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2
2021/02/01,11:49 PM,-2.06,-13.22,20.0,East,0.0,0.16,1006.77,0.0,0.0,0.0,0.0
2021/02/01,11:54 PM,-1.61,-14.67,22.0,East,0.0,0.0,1006.77,0.0,0.0,0.0,0.0
2021/02/01,11:59 PM,-1.28,-16.83,25.0,ESE,0.16,0.64,1006.77,0.0,0.0,0.0,0.0
2021/02/02,12:04 AM,-1.06,-17.44,26.0,ESE,0.0,0.16,1006.77,0.0,0.0,0.0,0.0
2021/02/02,12:09 AM,-0.94,-16.33,24.0,ESE,0.48,0.97,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:14 AM,-0.94,-14.39,20.0,East,0.8,1.13,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:19 AM,-1.22,-13.89,19.0,ENE,0.0,0.0,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:24 AM,-1.17,-14.89,21.0,ESE,0.64,0.97,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:29 AM,-0.94,-16.5,24.0,ESE,0.32,1.13,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:34 AM,-0.94,-16.78,25.0,ESE,0.16,0.64,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:39 AM,-0.89,-17.39,26.0,ESE,0.48,0.97,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:44 AM,-0.78,-17.72,26.0,ESE,0.97,1.61,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:49 AM,-0.61,-17.28,27.0,SE,1.45,2.09,1007.45,0.0,0.0,0.0,0.0
2021/02/02,12:54 AM,-0.44,-16.83,28.0,ESE,1.93,2.74,1007.11,0.0,0.0,0.0,0.0
2021/02/02,12:59 AM,-0.28,-16.61,28.0,ESE,1.29,1.93,1007.45,0.0,0.0,0.0,0.0
2021/02/02,01:04 AM,-0.28,-16.56,28.0,ESE,1.13,1.93,1007.45,0.0,0.0,0.0,0.0
2021/02/02,01:09 AM,-0.22,-16.83,27.0,ESE,1.61,2.09,1007.45,0.0,0.0,0.0,0.0
2021/02/02,01:14 AM,-0.22,-16.78,28.0,ESE,2.09,2.9,1007.45,0.0,0.0,0.0,0.0
2021/02/02,01:19 AM,-0.11,-16.89,27.0,ESE,1.45,1.93,1007.45,0.0,0.0,0.0,0.0
2021/02/02,01:24 AM,-0.11,-17.17,26.0,ESE,1.77,2.41,1007.45,0.0,0.0,0.0,0.0
2021/02/02,01:29 AM,-0.11,-17.0,27.0,ESE,1.93,2.74,1007.79,0.0,0.0,0.0,0.0
2021/02/02,01:34 AM,-0.06,-16.89,27.0,ESE,1.93,2.74,1007.79,0.0,0.0,0.0,0.0
2021/02/02,01:39 AM,0.0,-17.39,26.0,ESE,1.61,2.09,1007.79,0.0,0.0,0.0,0.0
2021/02/02,01:44 AM,-0.11,-17.56,25.0,SE,1.77,2.57,1007.79,0.0,0.0,0.0,0.0
2021/02/02,01:49 AM,-0.11,-17.56,25.0,SE,2.57,3.38,1007.79,0.0,0.0,0.0,0.0
2021/02/02,01:54 AM,-0.11,-17.22,24.0,SE,2.41,3.38,1007.79,0.0,0.0,0.0,0.0
2021/02/02,01:59 AM,-0.11,-17.5,24.0,SE,2.74,3.54,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:04 AM,-0.11,-17.56,25.0,SE,1.93,2.9,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:09 AM,-0.11,-16.67,23.0,SE,1.61,2.74,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:14 AM,-0.06,-17.44,24.0,SE,2.74,3.86,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:19 AM,0.06,-17.28,26.0,SE,3.06,4.02,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:24 AM,0.11,-17.11,26.0,SE,2.57,3.54,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:29 AM,0.11,-17.06,26.0,SE,2.25,2.9,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:34 AM,0.11,-17.22,26.0,ESE,2.41,3.22,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:39 AM,0.11,-16.83,27.0,SE,2.25,3.22,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:44 AM,0.11,-17.17,26.0,ESE,1.93,2.57,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:49 AM,0.11,-16.94,27.0,ESE,2.9,4.18,1007.45,0.0,0.0,0.0,0.0
2021/02/02,02:54 AM,0.11,-16.56,27.0,SE,3.22,4.51,1007.79,0.0,0.0,0.0,0.0
2021/02/02,02:59 AM,0.17,-16.72,27.0,SE,2.41,3.22,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:04 AM,0.11,-17.22,26.0,SE,2.41,3.38,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:09 AM,0.11,-17.56,25.0,SE,3.22,4.67,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:14 AM,0.11,-17.44,25.0,SE,2.57,3.38,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:19 AM,0.11,-17.11,26.0,SE,2.9,4.02,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:24 AM,0.11,-16.89,27.0,SE,3.54,4.51,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:29 AM,0.11,-17.39,26.0,SE,3.06,4.18,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:34 AM,0.11,-17.17,26.0,SE,3.54,4.83,1007.79,0.0,0.0,0.0,0.0
2021/02/02,03:39 AM,0.11,-16.83,27.0,SE,3.38,4.83,1008.13,0.0,0.0,0.0,0.0
2021/02/02,03:44 AM,0.11,-16.67,27.0,SE,2.9,3.86,1008.13,0.0,0.0,0.0,0.0
2021/02/02,03:49 AM,0.17,-16.61,27.0,SE,3.7,4.83,1008.13,0.0,0.0,0.0,0.0
2021/02/02,03:54 AM,0.22,-16.67,27.0,SE,3.06,4.34,1008.13,0.0,0.0,0.0,0.0
2021/02/02,03:59 AM,0.11,-17.39,26.0,SE,2.74,3.7,1008.13,0.0,0.0,0.0,0.0
2021/02/02,04:04 AM,0.11,-17.72,25.0,SE,3.38,4.83,1008.47,0.0,0.0,0.0,0.0
2021/02/02,04:09 AM,0.11,-16.94,23.0,SSE,3.86,5.15,1008.13,0.0,0.0,0.0,0.0
2021/02/02,04:14 AM,0.11,-16.5,22.0,SE,3.22,4.18,1008.47,0.0,0.0,0.0,0.0
2021/02/02,04:19 AM,0.0,-15.83,21.0,SE,3.54,4.67,1008.47,0.0,0.0,0.0,0.0
2021/02/02,04:24 AM,0.0,-15.56,21.0,SE,3.06,4.18,1008.47,0.0,0.0,0.0,0.0
2021/02/02,04:29 AM,0.0,-14.78,19.0,SE,2.9,3.86,1008.81,0.0,0.0,0.0,0.0
2021/02/02,04:34 AM,-0.06,-13.56,17.0,SE,2.9,3.86,1008.81,0.0,0.0,0.0,0.0
2021/02/02,04:39 AM,-0.11,-11.89,15.0,SSE,2.57,3.86,1008.81,0.0,0.0,0.0,0.0
2021/02/02,04:44 AM,-0.17,-11.06,14.0,SE,2.74,3.86,1008.81,0.0,0.0,0.0,0.0
2021/02/02,04:49 AM,-0.22,-10.33,13.0,SE,2.25,3.06,1008.47,0.0,0.0,0.0,0.0
2021/02/02,04:54 AM,-0.28,-9.83,13.0,ESE,1.93,2.9,1008.81,0.0,0.0,0.0,0.0
2021/02/02,04:59 AM,-0.28,-10.28,13.0,SE,2.9,3.86,1008.81,0.0,0.0,0.0,0.0
2021/02/02,05:04 AM,-0.22,-10.67,14.0,SE,2.9,4.34,1008.81,0.0,0.0,0.0,0.0
2021/02/02,05:09 AM,-0.22,-10.83,14.0,SE,2.9,4.02,1008.81,0.0,0.0,0.0,0.0
2021/02/02,05:14 AM,-0.22,-10.94,14.0,SE,2.74,3.7,1008.81,0.0,0.0,0.0,0.0
2021/02/02,05:19 AM,-0.22,-11.06,14.0,SE,2.41,3.38,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:24 AM,-0.22,-10.78,14.0,ESE,1.61,2.41,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:29 AM,-0.22,-10.11,13.0,South,4.18,5.63,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:34 AM,-0.28,-9.89,13.0,SSE,3.22,4.34,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:39 AM,-0.39,-9.33,12.0,ESE,1.45,2.25,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:44 AM,-0.39,-9.17,12.0,SE,1.29,2.25,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:49 AM,-0.39,-9.17,12.0,SSE,3.7,4.99,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:54 AM,-0.39,-9.0,12.0,SSE,3.06,4.18,1009.14,0.0,0.0,0.0,0.0
2021/02/02,05:59 AM,-0.39,-9.17,12.0,SSE,1.61,2.74,1009.48,0.0,0.0,0.0,0.0
2021/02/02,06:04 AM,-0.39,-9.17,12.0,SE,2.09,3.22,1009.48,0.0,0.0,0.0,0.0
2021/02/02,06:09 AM,-0.39,-9.56,13.0,SE,1.45,2.25,1009.48,0.0,0.0,0.0,0.0
2021/02/02,06:14 AM,-0.39,-9.22,12.0,ESE,0.64,1.45,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:19 AM,-0.39,-9.72,13.0,SE,1.93,2.57,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:24 AM,-0.39,-9.89,13.0,ESE,1.77,2.9,1009.48,0.0,0.0,0.0,0.0
2021/02/02,06:29 AM,-0.39,-9.17,12.0,SE,1.61,2.25,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:34 AM,-0.5,-9.06,12.0,SE,1.61,2.57,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:39 AM,-0.5,-9.06,12.0,ESE,1.45,2.25,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:44 AM,-0.5,-9.11,12.0,SE,1.61,2.25,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:49 AM,-0.5,-9.06,12.0,ESE,1.13,1.77,1009.48,0.0,0.0,0.0,0.0
2021/02/02,06:54 AM,-0.5,-9.17,12.0,ESE,0.48,1.13,1009.82,0.0,0.0,0.0,0.0
2021/02/02,06:59 AM,-0.5,-9.06,12.0,SE,1.29,2.41,1009.82,0.0,0.0,0.0,0.0
2021/02/02,07:04 AM,-0.5,-9.06,12.0,ESE,1.13,1.45,1009.82,0.0,0.0,0.0,0.0
2021/02/02,07:09 AM,-0.61,-8.61,12.0,SE,1.93,2.74,1010.16,0.0,0.0,0.0,0.0
2021/02/02,07:14 AM,-0.61,-9.06,12.0,ESE,1.77,2.57,1010.16,0.0,0.0,0.0,0.0
2021/02/02,07:19 AM,-0.61,-8.61,12.0,ESE,1.45,2.09,1010.16,0.0,0.0,0.0,0.4
2021/02/02,07:24 AM,-0.61,-8.22,11.0,SE,0.97,1.77,1010.16,0.0,0.0,0.0,1.2
2021/02/02,07:29 AM,-0.61,-8.17,11.0,ESE,0.97,1.93,1010.16,0.0,0.0,0.0,1.7
2021/02/02,07:34 AM,-0.56,-8.22,11.0,SE,1.77,2.41,1010.16,0.0,0.0,0.0,3.8
2021/02/02,07:39 AM,-0.5,-8.17,11.0,ESE,1.61,2.41,1010.16,0.0,0.0,0.0,6.5
2021/02/02,07:44 AM,-0.5,-8.17,11.0,SSE,2.57,4.02,1010.16,0.0,0.0,0.0,6.5
2021/02/02,07:49 AM,-0.5,-8.17,11.0,ESE,2.09,3.06,1010.5,0.0,0.0,0.0,8.2
2021/02/02,07:54 AM,-0.44,-8.22,11.0,SE,1.93,3.06,1010.5,0.0,0.0,0.0,9.5
2021/02/02,07:59 AM,-0.39,-8.28,11.0,SE,2.25,2.9,1010.5,0.0,0.0,0.0,14.3
2021/02/02,08:04 AM,-0.39,-8.28,11.0,SE,2.41,3.38,1010.5,0.0,0.0,0.0,21.7
2021/02/02,08:09 AM,-0.39,-8.28,11.0,ESE,1.61,2.74,1010.5,0.0,0.0,0.0,22.0
2021/02/02,08:14 AM,-0.28,-8.28,11.0,SE,1.61,2.41,1010.5,0.0,0.0,0.0,12.5
2021/02/02,08:19 AM,-0.28,-8.0,11.0,SE,1.61,2.57,1010.84,0.0,0.0,0.0,13.3
2021/02/02,08:24 AM,-0.28,-7.83,11.0,ESE,1.61,2.57,1010.84,0.0,0.0,0.0,13.0
2021/02/02,08:29 AM,-0.28,-7.78,11.0,SE,1.77,2.74,1010.84,0.0,0.0,0.0,13.8
2021/02/02,08:34 AM,-0.28,-7.78,11.0,SE,2.09,2.74,1010.84,0.0,0.0,0.0,16.0
2021/02/02,08:39 AM,-0.22,-7.33,10.0,ESE,1.45,2.09,1011.18,0.0,0.0,0.0,15.2
2021/02/02,08:44 AM,-0.22,-7.33,10.0,ESE,1.61,2.57,1010.84,0.0,0.0,0.0,19.1
2021/02/02,08:49 AM,-0.22,-7.33,10.0,ESE,1.13,2.09,1010.84,0.0,0.0,0.0,21.7
2021/02/02,08:54 AM,-0.22,-7.33,10.0,ESE,0.8,1.13,1011.18,0.0,0.0,0.0,21.7
2021/02/02,08:59 AM,-0.17,-7.39,10.0,ESE,0.97,1.77,1011.18,0.0,0.0,0.0,23.9
2021/02/02,09:04 AM,-0.11,-7.44,10.0,ESE,1.13,1.77,1011.18,0.0,0.0,0.0,25.1
2021/02/02,09:09 AM,-0.22,-7.33,10.0,ESE,1.29,2.25,1011.18,0.0,0.0,0.0,20.3
2021/02/02,09:14 AM,-0.22,-7.33,10.0,ESE,0.64,1.13,1011.51,0.0,0.0,0.0,16.4
2021/02/02,09:19 AM,-0.22,-7.33,10.0,ESE,0.64,1.29,1011.18,0.0,0.0,0.0,21.7
2021/02/02,09:24 AM,-0.11,-7.39,10.0,ESE,0.48,1.13,1011.18,0.0,0.0,0.0,18.1
2021/02/02,09:29 AM,-0.11,-7.44,10.0,ESE,0.32,0.8,1011.51,0.0,0.0,0.0,19.9
2021/02/02,09:34 AM,-0.11,-7.44,10.0,ESE,0.8,1.45,1011.51,0.0,0.0,0.0,25.9
2021/02/02,09:39 AM,-0.11,-7.44,10.0,SE,1.45,2.25,1011.51,0.0,0.0,0.0,25.1
2021/02/02,09:44 AM,0.0,-7.56,10.0,SE,1.77,2.9,1011.51,0.0,0.0,0.0,20.8
2021/02/02,09:49 AM,0.0,-7.56,10.0,SE,1.93,2.9,1011.51,0.0,0.0,0.0,23.9
2021/02/02,09:54 AM,0.06,-7.56,10.0,SE,1.93,2.74,1011.51,0.0,0.0,0.0,24.7
2021/02/02,09:59 AM,0.11,-7.56,10.0,SE,1.77,2.57,1011.51,0.0,0.0,0.0,36.0
2021/02/02,10:04 AM,0.11,-7.56,10.0,SE,3.06,4.67,1011.51,0.0,0.0,0.0,36.0
2021/02/02,10:09 AM,0.11,-7.56,10.0,SSE,2.57,3.54,1011.51,0.0,0.0,0.0,39.0
2021/02/02,10:14 AM,0.11,-7.56,10.0,SE,1.77,3.06,1011.51,0.0,0.0,0.0,54.2
2021/02/02,10:19 AM,0.17,-7.61,10.0,ESE,2.09,2.9,1011.51,0.0,0.0,0.0,65.4
2021/02/02,10:24 AM,0.22,-7.67,10.0,SE,1.61,2.74,1011.51,0.0,0.0,0.0,64.1
2021/02/02,10:29 AM,0.28,-7.72,10.0,SE,2.09,3.38,1011.51,0.0,0.0,0.0,54.2
2021/02/02,10:34 AM,0.28,-7.78,10.0,SE,2.57,3.38,1011.85,0.0,0.0,0.0,57.6
2021/02/02,10:39 AM,0.28,-7.78,10.0,SE,2.09,3.06,1011.85,0.0,0.0,0.0,48.9
2021/02/02,10:44 AM,0.28,-7.78,10.0,South,4.18,6.11,1011.85,0.0,0.0,0.0,41.1
2021/02/02,10:49 AM,0.28,-7.72,10.0,South,6.76,8.37,1012.19,0.0,0.0,0.0,52.5
2021/02/02,10:54 AM,0.22,-7.67,10.0,South,4.51,6.6,1012.19,0.0,0.0,0.0,96.3
2021/02/02,10:59 AM,0.33,-7.83,10.0,SSE,4.34,6.76,1011.85,0.0,0.0,1.0,116.6
2021/02/02,11:04 AM,0.44,-7.83,10.0,SSE,5.47,7.56,1011.85,0.0,0.0,1.0,144.0
2021/02/02,11:09 AM,0.56,-7.89,10.0,SE,3.22,4.67,1011.85,0.0,0.0,1.0,126.1
2021/02/02,11:14 AM,0.67,-8.0,10.0,SE,2.25,3.22,1011.85,0.0,0.0,0.0,94.6
2021/02/02,11:19 AM,0.72,-8.06,10.0,ESE,1.45,2.25,1011.85,0.0,0.0,0.0,97.1
2021/02/02,11:24 AM,0.89,-8.22,10.0,SE,2.74,4.02,1011.85,0.0,0.0,1.0,114.0
2021/02/02,11:29 AM,1.06,-8.28,10.0,SE,2.25,3.22,1011.85,0.0,0.0,1.0,126.1
2021/02/02,11:34 AM,1.22,-8.5,10.0,SE,2.9,4.02,1011.85,0.0,0.0,1.0,168.2
2021/02/02,11:39 AM,1.39,-9.22,11.0,SE,3.86,5.79,1011.85,0.0,0.0,1.0,170.4
2021/02/02,11:44 AM,1.67,-9.39,11.0,SE,2.74,4.02,1011.85,0.0,0.0,1.0,200.8
2021/02/02,11:49 AM,1.94,-10.5,11.0,SE,3.38,4.34,1011.85,0.0,0.0,2.0,211.1
2021/02/02,11:54 AM,2.28,-12.0,13.0,SSE,4.18,5.63,1011.85,0.0,0.0,2.0,246.4
2021/02/02,11:59 AM,2.44,-13.72,15.0,SE,4.34,5.63,1011.51,0.0,0.0,2.0,208.6
2021/02/02,12:04 PM,2.39,-13.44,14.0,SSE,4.18,5.79,1011.51,0.0,0.0,2.0,219.0
2021/02/02,12:09 PM,2.56,-14.33,15.0,SE,3.7,4.51,1011.51,0.0,0.0,3.0,350.5
2021/02/02,12:14 PM,2.83,-15.06,16.0,SE,2.57,3.38,1011.51,0.0,0.0,1.0,192.1
2021/02/02,12:19 PM,2.94,-15.72,17.0,SE,3.54,4.67,1011.51,0.0,0.0,2.0,281.5
2021/02/02,12:24 PM,3.44,-16.67,18.0,SE,3.7,4.99,1011.51,0.0,0.0,2.0,204.7
2021/02/02,12:29 PM,3.56,-17.61,19.0,SE,3.54,4.51,1011.51,0.0,0.0,2.0,284.5
2021/02/02,12:34 PM,3.61,-17.72,19.0,SE,4.67,6.28,1011.51,0.0,0.0,3.0,314.0
2021/02/02,12:39 PM,3.33,-16.89,18.0,SE,3.7,4.99,1011.51,0.0,0.0,2.0,208.6
2021/02/02,12:44 PM,3.44,-16.94,18.0,SE,1.93,2.74,1011.51,0.0,0.0,4.0,443.4
2021/02/02,12:49 PM,4.17,-16.61,20.0,SE,2.57,3.7,1011.51,0.0,0.0,4.0,438.1
2021/02/02,12:54 PM,4.61,-15.83,21.0,SE,3.06,3.86,1011.18,0.0,0.0,3.0,311.5
2021/02/02,12:59 PM,4.61,-17.44,18.0,South,4.67,6.28,1011.51,0.0,0.0,2.0,290.5
2021/02/02,01:04 PM,4.56,-17.11,17.0,SSE,3.38,4.67,1011.18,0.0,0.0,2.0,291.4
2021/02/02,01:09 PM,4.89,-16.22,20.0,SE,2.09,3.06,1011.18,0.0,0.0,2.0,301.4
2021/02/02,01:14 PM,5.17,-15.67,21.0,SE,3.06,4.02,1011.18,0.0,0.0,2.0,291.0
2021/02/02,01:19 PM,4.78,-17.0,17.0,SSW,10.62,12.55,1011.18,0.0,0.0,2.0,277.1
2021/02/02,01:24 PM,4.11,-15.11,15.0,SSW,11.1,13.35,1011.18,0.0,0.0,2.0,249.8
2021/02/02,01:29 PM,4.11,-15.33,15.0,South,6.6,8.85,1011.18,0.0,0.0,3.0,321.0
2021/02/02,01:34 PM,4.67,-17.78,18.0,SSE,5.15,7.4,1011.18,0.0,0.0,2.0,280.1
2021/02/02,01:39 PM,4.56,-17.17,17.0,SSE,3.86,5.95,1011.18,0.0,0.0,2.0,238.6
2021/02/02,01:44 PM,4.39,-16.83,17.0,SSE,4.34,6.44,1011.18,0.0,0.0,2.0,279.8
2021/02/02,01:49 PM,4.83,-17.61,17.0,South,4.02,5.47,1011.18,0.0,0.0,2.0,280.1
2021/02/02,01:54 PM,5.0,-17.33,18.0,SSE,5.31,7.08,1011.18,0.0,0.0,1.0,137.5
2021/02/02,01:59 PM,4.39,-16.33,16.0,South,6.44,9.01,1011.18,0.0,0.0,1.0,154.8
2021/02/02,02:04 PM,4.0,-16.06,16.0,South,6.28,9.17,1011.18,0.0,0.0,1.0,173.8
2021/02/02,02:09 PM,3.67,-14.83,15.0,South,5.47,8.04,1011.18,0.0,0.0,1.0,171.3
2021/02/02,02:14 PM,3.83,-15.44,16.0,SSE,3.22,4.83,1011.18,0.0,0.0,2.0,243.7
2021/02/02,02:19 PM,4.22,-16.11,16.0,SE,3.22,4.67,1010.84,0.0,0.0,1.0,154.8
2021/02/02,02:24 PM,4.11,-17.0,17.0,SE,4.02,5.47,1010.84,0.0,0.0,1.0,146.2
2021/02/02,02:29 PM,3.83,-16.61,17.0,SE,3.7,4.99,1010.84,0.0,0.0,2.0,218.1
2021/02/02,02:34 PM,4.22,-17.17,19.0,SSE,4.51,6.11,1010.84,0.0,0.0,1.0,151.0
2021/02/02,02:39 PM,4.06,-17.5,18.0,SE,3.86,5.47,1010.84,0.0,0.0,2.0,212.1
2021/02/02,02:44 PM,4.17,-17.44,19.0,SE,3.38,4.67,1010.84,0.0,0.0,1.0,196.8
2021/02/02,02:49 PM,3.83,-17.61,19.0,SE,3.22,4.51,1010.84,0.0,0.0,0.0,99.3
2021/02/02,02:54 PM,3.33,-16.06,17.0,SE,4.51,6.11,1010.84,0.0,0.0,0.0,90.2
2021/02/02,02:59 PM,3.22,-15.61,16.0,SSE,3.38,4.99,1010.84,0.0,0.0,0.0,81.1
2021/02/02,03:04 PM,3.28,-15.56,16.0,SE,2.9,4.02,1010.84,0.0,0.0,0.0,69.7
2021/02/02,03:09 PM,3.28,-15.56,16.0,SE,2.57,3.22,1011.18,0.0,0.0,0.0,46.7
2021/02/02,03:14 PM,3.28,-15.78,17.0,SE,2.57,3.54,1011.18,0.0,0.0,0.0,28.1
2021/02/02,03:19 PM,3.22,-15.67,17.0,SE,3.38,4.34,1010.84,0.0,0.0,0.0,31.6
2021/02/02,03:24 PM,3.22,-15.61,16.0,SE,3.22,4.51,1010.84,0.0,0.0,0.0,57.3
2021/02/02,03:29 PM,3.22,-15.89,17.0,SE,3.7,4.99,1010.84,0.0,0.0,0.0,62.0
2021/02/02,03:34 PM,3.22,-15.78,17.0,SE,3.54,4.67,1010.5,0.0,0.0,0.0,73.3
2021/02/02,03:39 PM,3.33,-16.17,17.0,SSE,4.51,6.28,1010.5,0.0,0.0,0.0,74.1
2021/02/02,03:44 PM,3.33,-15.5,16.0,SE,2.57,3.54,1010.5,0.0,0.0,0.0,60.7
2021/02/02,03:49 PM,3.28,-15.44,16.0,SE,3.38,4.34,1010.5,0.0,0.0,0.0,60.7
2021/02/02,03:54 PM,3.22,-15.33,16.0,SE,3.06,3.86,1010.5,0.0,0.0,0.0,57.3
2021/02/02,03:59 PM,3.11,-15.56,16.0,SE,2.09,3.06,1010.84,0.0,0.0,0.0,35.1
2021/02/02,04:04 PM,3.11,-14.89,16.0,SE,2.09,2.9,1010.5,0.0,0.0,0.0,25.6
2021/02/02,04:09 PM,3.0,-15.0,16.0,SE,2.25,2.74,1010.5,0.0,0.0,0.0,19.5
2021/02/02,04:14 PM,3.0,-15.22,16.0,SE,2.74,3.54,1010.5,0.0,0.0,0.0,21.2
2021/02/02,04:19 PM,3.0,-15.06,16.0,SE,2.74,4.02,1010.16,0.0,0.0,0.0,19.5
2021/02/02,04:24 PM,2.89,-15.22,16.0,SE,2.57,3.54,1010.16,0.0,0.0,0.0,16.9
2021/02/02,04:29 PM,2.83,-14.72,16.0,SE,2.57,3.54,1010.16,0.0,0.0,0.0,11.3
2021/02/02,04:34 PM,2.78,-14.78,16.0,SE,2.9,4.18,1010.16,0.0,0.0,0.0,7.3
2021/02/02,04:39 PM,2.78,-14.33,15.0,SE,3.06,4.02,1010.16,0.0,0.0,0.0,6.0
2021/02/02,04:44 PM,2.72,-14.39,15.0,SE,3.86,4.99,1010.16,0.0,0.0,0.0,3.8
2021/02/02,04:49 PM,2.72,-14.28,15.0,SE,2.09,2.9,1010.16,0.0,0.0,0.0,2.6
2021/02/02,04:59 PM,2.5,-13.78,15.0,ESE,0.48,0.97,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:04 PM,2.5,-13.44,14.0,South,0.8,1.45,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:09 PM,2.5,-13.28,14.0,South,0.32,0.97,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:14 PM,2.39,-12.33,13.0,SSE,1.45,2.09,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:19 PM,2.39,-12.33,13.0,SE,1.13,1.93,1010.5,0.0,0.0,0.0,0.0
2021/02/02,05:24 PM,2.39,-12.28,13.0,South,4.02,4.67,1010.5,0.0,0.0,0.0,0.0
2021/02/02,05:29 PM,2.28,-11.22,12.0,South,3.22,4.18,1010.5,0.0,0.0,0.0,0.0
2021/02/02,05:34 PM,2.28,-10.56,11.0,ESE,0.64,1.45,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:39 PM,2.28,-10.33,11.0,ESE,0.8,1.13,1010.5,0.0,0.0,0.0,0.0
2021/02/02,05:44 PM,2.28,-10.33,11.0,ESE,0.97,1.77,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:49 PM,2.28,-10.44,11.0,ESE,1.29,2.09,1010.16,0.0,0.0,0.0,0.0
2021/02/02,05:54 PM,2.28,-9.61,10.0,ESE,0.16,0.32,1010.5,0.0,0.0,0.0,0.0
2021/02/02,05:59 PM,2.28,-9.83,11.0,East,0.64,0.97,1010.5,0.0,0.0,0.0,0.0
2021/02/02,06:04 PM,2.28,-10.17,11.0,ESE,0.16,0.16,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:09 PM,2.28,-10.22,11.0,ESE,0.64,1.13,1010.5,0.0,0.0,0.0,0.0
2021/02/02,06:14 PM,2.28,-10.39,11.0,ESE,0.16,0.32,1010.5,0.0,0.0,0.0,0.0
2021/02/02,06:19 PM,2.17,-9.44,10.0,ESE,0.32,0.8,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:24 PM,2.11,-9.17,10.0,East,0.0,0.0,1010.5,0.0,0.0,0.0,0.0
2021/02/02,06:29 PM,2.11,-9.17,10.0,ESE,0.32,0.48,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:34 PM,2.11,-9.17,10.0,ESE,0.0,0.16,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:39 PM,2.22,-9.28,10.0,East,0.16,0.48,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:44 PM,2.22,-9.28,10.0,ESE,0.32,0.8,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:49 PM,2.22,-9.28,10.0,ESE,0.0,0.0,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:54 PM,2.11,-9.17,10.0,ESE,0.0,0.0,1010.16,0.0,0.0,0.0,0.0
2021/02/02,06:59 PM,2.0,-9.06,10.0,ESE,0.0,0.0,1010.16,0.0,0.0,0.0,0.0
2021/02/02,07:04 PM,2.0,-9.06,10.0,ESE,0.97,1.77,1010.16,0.0,0.0,0.0,0.0
2021/02/02,07:09 PM,2.06,-9.11,10.0,ESE,1.29,1.93,1010.16,0.0,0.0,0.0,0.0
